;claim;entity;evidence;label
2297;"Alice Connor blev udvalgt af Posh Spice til at spille den unge Baby Spice i musikvideoen til Spice Girls ""Mama"".";['Alice_Connor'];"['Alice Connor (født 2. august 1990 i Buckinghamshire) er en engelsk skuespillerinde. Hun startede med skuespil i en ganske ung alder da hun optrådte i mange episoder af ""Fun Song Factory"". Alice har også spillet den unge ""Posh Spice"" i pop-videoen til Spice Girls ""Mama"" efter at hun var blevet plukket ud blandt mange børn af Victoria ""Posh Spice"" selv. Hun har før spillet med blandt andet Art Malik, Kenneth Branagh, Courteney Cox og Heather Graham i ""Alien Love Triangle"" og med den unge Keira Knightley i ""Coming Home"".']";Refuted
2296;Ida Nicolaisen er lektor ved Nordisk Institut for International Fodbolddommere ved Københavns Universitet.;['Ida_Nicolaisen'];['Agnes Ida Benedicte Nicolaisen (født 10. juni 1940 i Hellerup) er en dansk antropolog og lektor ved Nordisk Institut for Asienstudier ved Københavns Universitet.'];Refuted
2295;VM i skak 1929 var en match mellem en russer som boede i Frankrig og en ukrainer som var emigreret til Slagelse.;['VM_i_skak_1929', 'Efim_Bogoljubov'];"['VM i skak 1929 var en match mellem den regerende mester, den i Frankrig bosatte russer, Alexander Aljechin og udfordreren Efim Bogoljubov, som var fra den ukrainske del af Rusland, men emigreret til Tyskland. Matchen gik til bedst af 30 partier; Aljechin vandt 15½-9½ og forblev verdensmester i skak. Aljechin vandt 11 partier, flere end nogen anden i en match om verdensmesterskabet.', 'Efim Dmitrijevitj Bogoljubov (også kendt som ""Bogoljubow/Bogolyubov""; , ; født 14. april 1889 i Stanislavitsk ved Kijev, Russiske Kejserrige, død 18. juni 1952 i Triberg im Schwarzwald, Tyskland) var en skakstormester, der var blandt verdens stærkeste skakspillere i 1920\'erne. Han nåede bl.a. at udkæmpe og tabe to VM-matcher imod Aleksandr Alekhin. Han blev født i den ukrainske del af det russiske zardømme, blev interneret i Tyskland under 1. verdenskrig, var en kort tid tilbage i Sovjetunionen, men i 1926 emigrerede han til Tyskland, hvor han blev statsborger.']";Refuted
2294;Ida Nicolaisen er lektor ved Nordisk Institut for Asienstudier ved IT Universitet i København.;['Ida_Nicolaisen'];['Agnes Ida Benedicte Nicolaisen (født 10. juni 1940 i Hellerup) er en dansk antropolog og lektor ved Nordisk Institut for Asienstudier ved Københavns Universitet.'];Refuted
2292;Beyond International producerede en tv-serie om kvindelige mordere som blev sendt på MTV.;['Kvinder_der_dræber'];"['kvinder der dræber () er en tv-serie der blev sendt første gang i 2005 på Discovery Channel, med fokus på kvindelige mordere. Det var oprindeligt en mini-serie bestående af tre episoder: ""Obsession"", ""Greed"" og ""Revenge"". Efter to års pause, blev produktionen genoptaget i 2008 og blev sendt på Investigation Discovery kanalen som en regelmæssig serie. Tv-serien er produceret i Australien af Beyond International.']";Refuted
2305;Oprindeligt blev Stanley Cup givet til det bedste amatør-ishockeyhold i Polen, men i dag gives trofæet til vinderen af NHL.;['Stanley_Cup'];"[""Stanley Cup'en er det trofæ der gives til vinderen af National Hockey League, NHL, den bedste nordamerikanske ishockeyliga. Det blev doneret af Lord Stanley af Preston i 1892. Trofæet var oprindeligt kendt under navnet Dominion Hockey Challenge Cup og blev givet til det bedste amatør-ishockeyhold i Canada. Siden 1926 har det dog de facto været at betragte som et trofæ der blev givet til vinderen af NHL.""]";Refuted
2291;"Alice Connor blev udvalgt af Posh Spice til at spille den unge Ida Nicolaisen i musikvideoen til Spice Girls ""Mama"".";['Alice_Connor'];"['Alice Connor (født 2. august 1990 i Buckinghamshire) er en engelsk skuespillerinde. Hun startede med skuespil i en ganske ung alder da hun optrådte i mange episoder af ""Fun Song Factory"". Alice har også spillet den unge ""Posh Spice"" i pop-videoen til Spice Girls ""Mama"" efter at hun var blevet plukket ud blandt mange børn af Victoria ""Posh Spice"" selv. Hun har før spillet med blandt andet Art Malik, Kenneth Branagh, Courteney Cox og Heather Graham i ""Alien Love Triangle"" og med den unge Keira Knightley i ""Coming Home"".']";Refuted
2287;VM i skak 1929 var en match mellem en russer som boede i Frankrig og en polak som var emigreret til Tyskland.;['VM_i_skak_1929'];"['VM i skak 1929 var en match mellem den regerende mester, den i Frankrig bosatte russer, Alexander Aljechin og udfordreren Efim Bogoljubov, som var fra den ukrainske del af Rusland, men emigreret til Tyskland. Matchen gik til bedst af 30 partier; Aljechin vandt 15½-9½ og forblev verdensmester i skak. Aljechin vandt 11 partier, flere end nogen anden i en match om verdensmesterskabet.']";Refuted
2286;Slagelse Provsti blev dannet i 2014, da det tidligere Slagelse Provsti blev sammenlagt med Katapult.;['Slagelse_Provsti'];['Slagelse Provsti er et provsti i Roskilde Stift. Provstiet blev dannet 1. januar 2014 ved en sammenlægning af Slagelse Provsti (før 2014) og Skælskør Provsti og hed indtil 1. januar 2016 Slagelse-Skælskør Provsti.'];Refuted
2285;Oprindeligt blev Stanley Cup givet til det bedste amatør-ishockeyhold i Spice Girls, men i dag gives trofæet til vinderen af NHL.;['Stanley_Cup'];"[""Stanley Cup'en er det trofæ der gives til vinderen af National Hockey League, NHL, den bedste nordamerikanske ishockeyliga. Det blev doneret af Lord Stanley af Preston i 1892. Trofæet var oprindeligt kendt under navnet Dominion Hockey Challenge Cup og blev givet til det bedste amatør-ishockeyhold i Canada. Siden 1926 har det dog de facto været at betragte som et trofæ der blev givet til vinderen af NHL.""]";Refuted
2284;Ida Nicolaisen er lektor ved Nordisk Institut for Polenstudier ved Københavns Universitet.;['Ida_Nicolaisen'];['Agnes Ida Benedicte Nicolaisen (født 10. juni 1940 i Hellerup) er en dansk antropolog og lektor ved Nordisk Institut for Asienstudier ved Københavns Universitet.'];Refuted
1381;Hicham Najid har medvirket i en film fra 2015.;['Hicham_Najid'];['Hicham Najid (født 17. november 1991) er en dansk skuespiller der har medvirket i filmen Hold om mig fra 2010 og You & Me Forever fra 2012.'];Refuted
2283;Floden Svir forbinder de to største havne i Europa, da den løber fra Onegasøen til Ladogasøen.;['Svir'];['Svir (, ) er en flod i den nordøstlige del af Leningrad oblast i Rusland. Den løber fra Onegasøen vest på til Ladogasøen, og forbinder dermed de to største søer i Europa. Svir er den største flod, som har sin udmunding i Ladoga.'];Refuted
2281;Alle bogstaverne på en skrivemaskine bliver udsendt om hverdagen fra 14 til 16.;['Skrivemaskine'];['En skrivemaskine er et apparat, hvormed man skriver tekst primært på papir ved at trykke på taster, hvor hver tast skriver et enkelt tegn. Skrivemaskineskrift er monospatieret – alle bogstaverne har præcis samme bredde.'];Refuted
2278;Katapult bliver udsendt på DR P3 om hverdagen fra 13 til 20.;['Katapult_(program)'];"[""Katapult er program på DR P3. 2 timer fra mandag til fredag fra 14-16. Koncept lavet af Michael Bernhard, senere Henrik Povlsen (Go'morgen P3) og Anders Breinholt.""]";Refuted
2277;Selvom det nuværende rådhus er fra FIFA, har Sønderborgs rådhus ligget på Rådhustorvet siden 1500-tallet.;['Rådhustorvet_(Sønderborg)'];['Rådhustorvet er en central plads i Sønderborg. Den har navn efter byens rådhus, som har ligget på denne plads siden 1500-tallet. Det nuværende rådhus er dog fra 1933.'];Refuted
2276;Katapult bliver udsendt på DR P4 om hverdagen.;['Katapult_(program)'];"[""Katapult er program på DR P3. 2 timer fra mandag til fredag fra 14-16. Koncept lavet af Michael Bernhard, senere Henrik Povlsen (Go'morgen P3) og Anders Breinholt.""]";Refuted
2288;Slagelse Provsti blev dannet i 2007, da det tidligere Slagelse Provsti blev sammenlagt med Skælskør Provsti.;['Slagelse_Provsti'];['Slagelse Provsti er et provsti i Roskilde Stift. Provstiet blev dannet 1. januar 2014 ved en sammenlægning af Slagelse Provsti (før 2014) og Skælskør Provsti og hed indtil 1. januar 2016 Slagelse-Skælskør Provsti.'];Refuted
2275;Michael Hester har dømt i nationale foldboldkampe under FIFA siden 2007.;['Michael_Hester'];['Michael Hester (født 2. maj 1972 i Sydney) er en newzealandsk fodbolddommer. Han har dømt internationalt under det internationale fodboldforbund FIFA siden 2007, hvor han er placeret i Oceaniens dommergruppe.'];Refuted
195;En Æresoprejsning er en kortfilm.;['En_Æresoprejsning'];['En Æresoprejsning er en film instrueret af Holger-Madsen.'];Refuted
2307;VM i skak 1929 var en match mellem en russer som boede i Polen og en ukrainer som var emigreret til Tyskland.;['VM_i_skak_1929'];"['VM i skak 1929 var en match mellem den regerende mester, den i Frankrig bosatte russer, Alexander Aljechin og udfordreren Efim Bogoljubov, som var fra den ukrainske del af Rusland, men emigreret til Tyskland. Matchen gik til bedst af 30 partier; Aljechin vandt 15½-9½ og forblev verdensmester i skak. Aljechin vandt 11 partier, flere end nogen anden i en match om verdensmesterskabet.']";Refuted
2351;Noma på kogepunktet er en dokumentarfilm som vakte opsigt på grund af den dejlige duft i verdens tiende bedste restaurant.;['Noma_på_kogepunktet'];['Noma på kogepunktet er en dansk dokumentarfilm instrueret af Christian Vorting og produceret af Danmarks Radio. Filmen havde premiere 12. november 2008 og handler om chefkok Rene Redzepi og den perfektionisme, der skal til for at drive verdens – på det tidspunkt – tiende bedste restaurant. Filmen vakte efterfølgende opsigt på grund af den barske tone i køkkenet.'];Refuted
1363;Apricot Stone bliver sunget af Ed Sheeran.;['Apricot_Stone'];['Apricot Stone (armensk: Ծիրանի Կորիզ) er en sang af den russisk-armenske sangerinde Eva Rivas.'];Refuted
181;Rimsø-stenen er en runesten fra Island.;['Rimsø-stenen', 'Djursland'];['Rimsø-stenen er en runesten, fundet i Rimsø.', 'Djursland er en østvendt halvø i Kattegat med et areal på ca. 1419 km² og cirka 80.000 indbyggere, beliggende i den østligste del af Jylland. Administrativt er Djursland inddelt i Norddjurs- og Syddjurs Kommuner.'];Refuted
319;Standardbetingelser skaber muligheden for at adskille foreskellige datasæt fra hinanden.;['Standardbetingelser'];['I kemi og andre videnskaber er standardbetingelser (også kaldet STP eller standardtemperatur og -tryk) et standardsæt af betingelser for eksperimentelle målinger, der muliggør sammenligninger af forskellige datasæt.'];Refuted
2349;Et raritetskabinet var et møbel som holder en samling af genstande som relikvier, antikviteter og kunstgenstande.;['Raritetskabinet'];['Et raritetskabinet (også kendt som kunstkabinet, kunstkammer og Wunderkammer) var en encyklopædisk samling af genstande, hvis egentlig katalogisering endnu ikke var fast defineret i renæssancen i Europa. Moderne terminologi ville katalogisere dem under naturhistorie (nogle gange falske), geologi, etnografi, arkæologi, religiøse eller historiske relikvier, kunstgenstande (inklusive kabinetmalerier) og antikviteter.'];Refuted
1369;KHL 2018-19 var en sæson af en baseballliga.;['KHL_2018-19'];['KHL 2018-19 var den 11. sæson af ishockeyligaen KHL.'];Refuted
2344;Et raritetskabinet er en samling af moderne kunstgenstande.;['Raritetskabinet', 'renæssancen'];"['Et raritetskabinet (også kendt som kunstkabinet, kunstkammer og Wunderkammer) var en encyklopædisk samling af genstande, hvis egentlig katalogisering endnu ikke var fast defineret i renæssancen i Europa. Moderne terminologi ville katalogisere dem under naturhistorie (nogle gange falske), geologi, etnografi, arkæologi, religiøse eller historiske relikvier, kunstgenstande (inklusive kabinetmalerier) og antikviteter.', 'Renæssancen (fra fransk: ""renaissance"", genfødsel) er en periode fra det 14. til det 17. århundrede, der betragtes som broen mellem middelalderen og den moderne tid. Det begyndte som en kulturel bevægelse i Italien i den sene middelalder og bredte sig til resten af Europa. Fx udviklingen af perspektiv i oliemalerier og generhvervet viden om, hvordan man laver beton.']";Refuted
1370;Yes Man er en TV-serie med Jim Carrey i hovedrollen.;['Yes_Man'];['Yes Man er en amerikansk filmkomedie fra 2008. Den blev instrueret af Peyton Reed, og Jim Carrey spiller hovedrollen som Carl Allen.'];Refuted
2343;Ingvar Björk har skrevet en lang række bøger.;['Ingvar_Björk', 'illustrator'];['Ingvar Björk (1925 – 4. april 2011), var en svensk illustrator. Björk har illustreret en række bøger, specielt bøger om faglitteratur indenfor naturen og dyrelivet.', 'Illustrator er en tegner, der arbejder med at lave illustrationer.'];Refuted
2342;Da Michelle Birkballe var 18 år gammel flyttede hun fra Wales til Aarhus hvor hun ikke længere arbejdede som musiker.;['Michelle_Birkballe'];['Michelle Birkballe (Født 1979) er en dansk sanger og guitarist. Hun voksede op i landsbyen Thorsager på Djursland. Hun er nummer fire ud af seks søskende. Hun har levet sin ungdom på Djursland og boet i Wales, hvor hun har arbejdet som fårehyrde, indtil hun som 18-årig flyttede til Aarhus og siden da levet som fuldtidsmusiker. Hun har udgivet seks albummer med egne sange.'];Refuted
1376;TYPO3 er et projekt fra 1998 skrevet i SQL.;['TYPO3'];['TYPO3 er et open source-Content Management System (CMS) skrevet i PHP. Projektet blev startet i 1998 af danskeren Kasper Skårhøj.'];Refuted
2337;Beyond International producerede en tv-serie om kvindelige mordere som blev sendt på P3.;['Kvinder_der_dræber'];"['kvinder der dræber () er en tv-serie der blev sendt første gang i 2005 på Discovery Channel, med fokus på kvindelige mordere. Det var oprindeligt en mini-serie bestående af tre episoder: ""Obsession"", ""Greed"" og ""Revenge"". Efter to års pause, blev produktionen genoptaget i 2008 og blev sendt på Investigation Discovery kanalen som en regelmæssig serie. Tv-serien er produceret i Australien af Beyond International.']";Refuted
2332;I mange lande varer livsvarigt fængsel mellem 0 og 100 år.;['Livsvarigt_fængsel'];"['Livsvarigt fængsel eller fængsel på livstid er en tidsubestemt fængselsstraf, der kan vare op til hele den livstidsdømtes resterende liv; de facto varierer perioden mellem jurisdiktionerne. Mange lande har et loft over, hvor længe livstidsdømte kan sidde fængslet – typisk mellem 7 og 50 år – og ofte kan de dømte ansøge om benådning eller prøveløsladelse efter en bestemt periode.']";Refuted
1375;Bare to cm flamingo er en krimiroman skrevet af Barbara Park.;['Bare_to_cm_flamingo', 'børnebog'];['Bare to cm flamingo (Originaltitel: Mick Harte was here) er en amerikansk børnebog fra 1995 af forfatteren Barbara Park.', 'En børnebog er en bog, der er specielt beregnet til at tiltale børn. Børnebogen er ofte udformet på en letlæselig og pædagogisk måde og i materiale og med indhold, som er tilpasset til alt, lige fra babyens smagsfornemmelser til børn i de yngre teenageår. Børnebogen for mindre børn indeholder ofte billeder. Den for unge i 13-19 års alderen betegnes også ungdomsroman.'];Refuted
2325;Robert Emmijan er en russisk atlet.;['Robert_Emmijan', 'Armenien'];"['Robert Emmijan (), født 16. februar 1965 i Gjumri i Armenske SSR, Sovjetunionen, er en tidligere længdespringer som repræsenterede Sovjetunionen og, efter opløsningen, Armenien.', 'Armenien (, , ""Hayq""), officielt Republikken Armenien (, ), er et bjergrigt land, der grænser op til Georgien i nord, Aserbajdsjan i øst, Iran og en eksklave tilhørende Aserbajdsjan i syd og Tyrkiet mod vest. Landet ligger i Kaukasus i det østligste Europa. Armenien deltager aktivt i SNG-samarbejdet og er medlem bl.a. af FN, Europarådet, WTO og OSCE. Landet har i århundreder været korsvejen mellem øst og vest. Størrelsen af landarealet er 28.203 km².']";Refuted
2322;Evershed er en rumfærge på Månens bagside.;['Evershed_(månekrater)'];['Evershed er et nedslagskrater på Månen. Det befinder sig på den sydlige halvkugle på Månens bagside og er opkaldt efter den britiske astronom John Evershed (1802 – 1860).'];Refuted
